#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-05-04-02-19-37
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1556548096.845447	C6rQ5S2CO5jcIbW5Bh	192.168.1.180	123	220.158.215.21	123	4	3	3	128.000000	0.000000	0.063202	0.021439	220.158.215.20	1556547975.848642	1556547967.870221	1556547967.884068	1556548096.845405	0
1556548096.882945	C6rQ5S2CO5jcIbW5Bh	192.168.1.180	123	220.158.215.21	123	4	4	2	128.000000	0.000000	0.026184	0.011337	202.46.178.18	1556547607.706157	1556548096.845405	1556548096.869325	1556548096.869362	0
1556548101.845452	C6sEUZ2feJlbCpb82	192.168.1.180	123	103.126.53.123	123	4	3	3	128.000000	0.000000	0.063202	0.021500	220.158.215.20	1556547975.848642	1556547970.843413	1556547970.857022	1556548101.845417	0
1556548101.878350	C6sEUZ2feJlbCpb82	192.168.1.180	123	103.126.53.123	123	4	4	2	128.000000	0.000000	0.010162	0.025223	203.35.83.242	1556547696.846288	1556548101.845417	1556548101.844385	1556548101.844436	0
1556548103.845825	C8fVa02PEZ0wpO4Vbh	192.168.1.180	123	103.214.220.220	123	4	3	3	128.000000	0.000000	0.063202	0.021530	220.158.215.20	1556547975.848642	1556547968.845791	1556547968.866908	1556548103.845789	0
1556548103.862580	C8fVa02PEZ0wpO4Vbh	192.168.1.180	123	103.214.220.220	123	4	4	2	128.000000	0.000000	0.022934	0.022644	210.9.192.50	1556547714.190084	1556548103.845789	1556548103.846809	1556548103.846859	0
1556548104.845280	CoyKC2C66bmY97U47	192.168.1.180	123	144.48.166.166	123	4	3	3	128.000000	0.000000	0.039673	0.042557	103.214.220.220	1556548103.557242	1556547970.845811	1556547970.863052	1556548104.845239	0
1556548104.862303	CoyKC2C66bmY97U47	192.168.1.180	123	144.48.166.166	123	4	4	2	128.000000	0.000000	0.037781	0.026794	221.95.54.210	1556547128.619131	1556548104.845239	1556548104.845830	1556548104.845893	0
1556548106.854152	CQGm641v9SkcvXMXvg	192.168.1.180	123	220.158.215.20	123	4	3	3	256.000000	0.000000	0.039673	0.042587	103.214.220.220	1556548103.557242	1556547975.868887	1556547975.882385	1556548106.853982	0
1556548106.891190	CQGm641v9SkcvXMXvg	192.168.1.180	123	220.158.215.20	123	4	4	2	256.000000	0.000000	0.026138	0.005981	202.46.178.18	1556547890.526394	1556548106.853982	1556548106.878069	1556548106.878111	0
1556548226.845912	CUxbh7q1U3c1gjwbj	192.168.1.180	123	220.158.215.21	123	4	3	3	256.000000	0.000000	0.039673	0.044388	103.214.220.220	1556548103.557242	1556548096.869362	1556548096.882945	1556548226.845080	0
1556548226.885776	CUxbh7q1U3c1gjwbj	192.168.1.180	123	220.158.215.21	123	4	4	2	256.000000	0.000000	0.026184	0.006958	202.46.178.18	1556548130.709139	1556548226.845080	1556548226.870636	1556548226.870668	0
1556548231.845235	CSPjMU2HsgHveCe0s5	192.168.1.180	123	103.214.220.220	123	4	3	3	256.000000	0.000000	0.039673	0.044449	103.214.220.220	1556548103.557242	1556548103.846859	1556548103.862580	1556548231.845199	0
1556548231.864536	CSPjMU2HsgHveCe0s5	192.168.1.180	123	103.214.220.220	123	4	4	2	256.000000	0.000000	0.022934	0.024567	210.9.192.50	1556547714.190084	1556548231.845199	1556548231.846954	1556548231.847042	0
1556548232.845100	CrULkc3atlthiwkKjj	192.168.1.180	123	144.48.166.166	123	4	3	3	256.000000	0.000000	0.039673	0.044464	103.214.220.220	1556548103.557242	1556548104.845893	1556548104.862303	1556548232.845053	0
1556548232.864017	CrULkc3atlthiwkKjj	192.168.1.180	123	144.48.166.166	123	4	4	2	256.000000	0.000000	0.037781	0.028717	221.95.54.210	1556547128.619131	1556548232.845053	1556548232.846983	1556548232.847083	0
1556548236.845164	ChEeUM1Lbki1yFQo4k	192.168.1.180	123	103.126.53.123	123	4	3	3	256.000000	0.000000	0.039673	0.044525	103.214.220.220	1556548103.557242	1556548101.844436	1556548101.878351	1556548236.845106	0
#close	2025-05-04-02-19-42
